Paustralie_1	FX803256.1
Paustralie_2344	FX800932.1
Paustralie_2345	FX800931.1
Paustralie_2346	FX800930.1
Paustralie_2347	FX800929.1
Paustralie_2348	FX800928.1
Paustralie_2349	FX800927.1
Paustralie_2350	FX800926.1
Paustralie_2351	FX800925.1
Paustralie_2352	FX800924.1
Paustralie_2353	FX800923.1
Paustralie_2354	FX800922.1
Paustralie_2355	FX800921.1
Paustralie_2356	FX800920.1
Paustralie_2357	FX800919.1
Paustralie_2358	FX800918.1
Paustralie_2359	FX800917.1
Paustralie_2360	FX800916.1
Paustralie_2361	FX800915.1
Paustralie_2362	FX800914.1
Paustralie_2363	FX800913.1
Paustralie_2364	FX800912.1
Paustralie_2365	FX800911.1
Paustralie_2366	FX800910.1
Paustralie_2367	FX800909.1
Paustralie_2368	FX800908.1
Paustralie_2369	FX800907.1
Paustralie_2370	FX800906.1
Paustralie_2371	FX800905.1
Paustralie_2372	FX800904.1
Paustralie_2373	FX800903.1
Paustralie_2374	FX800902.1
Paustralie_2375	FX800901.1
Paustralie_2376	FX800900.1
Paustralie_2377	FX800899.1
Paustralie_2378	FX800898.1
Paustralie_2379	FX800897.1
Paustralie_2380	FX800896.1
Paustralie_2381	FX800895.1
Paustralie_2382	FX800894.1
Paustralie_2383	FX800893.1
Paustralie_2384	FX800892.1
Paustralie_2385	FX800891.1
Paustralie_2386	FX800890.1
Paustralie_2387	FX800889.1
Paustralie_2388	FX800888.1
Paustralie_2389	FX800887.1
Paustralie_2390	FX800886.1
Paustralie_2391	FX800885.1
Paustralie_2392	FX800884.1
Paustralie_2393	FX800883.1
Paustralie_2394	FX800882.1
Paustralie_2395	FX800881.1
Paustralie_2396	FX800880.1
Paustralie_2397	FX800879.1
Paustralie_2398	FX800878.1
Paustralie_2399	FX800877.1
Paustralie_2400	FX800876.1
Paustralie_2401	FX800875.1
Paustralie_2402	FX800874.1
Paustralie_2403	FX800873.1
Paustralie_2404	FX800872.1
Paustralie_2405	FX800871.1
Paustralie_2406	FX800870.1
Paustralie_2407	FX800869.1
Paustralie_2408	FX800868.1
Paustralie_2409	FX800867.1
Paustralie_2410	FX800866.1
Paustralie_2411	FX800865.1
Paustralie_2412	FX800864.1
Paustralie_2413	FX800863.1
Paustralie_2414	FX800862.1
Paustralie_2415	FX800861.1
Paustralie_2416	FX800860.1
Paustralie_2417	FX800859.1
Paustralie_2418	FX800858.1
Paustralie_2419	FX800857.1
Paustralie_2420	FX800856.1
Paustralie_2421	FX800855.1
Paustralie_2422	FX800854.1
Paustralie_2423	FX800853.1
Paustralie_2424	FX800852.1
Paustralie_2425	FX800851.1
Paustralie_2426	FX800850.1
Paustralie_2427	FX800849.1
Paustralie_2428	FX800848.1
Paustralie_2429	FX800847.1
Paustralie_2430	FX800846.1
Paustralie_2431	FX800845.1
Paustralie_2432	FX800844.1
Paustralie_2433	FX800843.1
Paustralie_2434	FX800842.1
Paustralie_2435	FX800841.1
Paustralie_2436	FX800840.1
Paustralie_2437	FX800839.1
Paustralie_2438	FX800838.1
Paustralie_2439	FX800837.1
Paustralie_2440	FX800836.1
Paustralie_2441	FX800835.1
Paustralie_2442	FX800834.1
Paustralie_2443	FX800833.1
Paustralie_2444	FX800832.1
Paustralie_2445	FX800831.1
Paustralie_2446	FX800830.1
Paustralie_2447	FX800829.1
Paustralie_2448	FX800828.1
Paustralie_2449	FX800827.1
Paustralie_2450	FX800826.1
Paustralie_2451	FX800825.1
Paustralie_2452	FX800824.1
Paustralie_2453	FX800823.1
Paustralie_2454	FX800822.1
Paustralie_2455	FX800821.1
Paustralie_2456	FX800820.1
Paustralie_2457	FX800819.1
Paustralie_2458	FX800818.1
Paustralie_2459	FX800817.1
Paustralie_2460	FX800816.1
Paustralie_2461	FX800815.1
Paustralie_2462	FX800814.1
Paustralie_2463	FX800813.1
Paustralie_2464	FX800812.1
Paustralie_2465	FX800811.1
Paustralie_2466	FX800810.1
Paustralie_2467	FX800809.1
Paustralie_2468	FX800808.1
Paustralie_2469	FX800807.1
Paustralie_2470	FX800806.1
Paustralie_2471	FX800805.1
Paustralie_2472	FX800804.1
Paustralie_2473	FX800803.1
Paustralie_2474	FX800802.1
Paustralie_2475	FX800801.1
Paustralie_2476	FX800800.1
Paustralie_2477	FX800799.1
Paustralie_2478	FX800798.1
Paustralie_2479	FX800797.1
Paustralie_2480	FX800796.1
Paustralie_2481	FX800795.1
Paustralie_2482	FX800794.1
Paustralie_2483	FX800793.1
Paustralie_2484	FX800792.1
Paustralie_2485	FX800791.1
Paustralie_2486	FX800790.1
Paustralie_2487	FX800789.1
Paustralie_2488	FX800788.1
Paustralie_2489	FX800787.1
Paustralie_2490	FX800786.1
Paustralie_2491	FX800785.1
Paustralie_2492	FX800784.1
Paustralie_2493	FX800783.1
Paustralie_2494	FX800782.1
Paustralie_2495	FX800781.1
Paustralie_2496	FX800780.1
Paustralie_2497	FX800779.1
Paustralie_2498	FX800778.1
Paustralie_2499	FX800777.1
Paustralie_2500	FX800776.1
Paustralie_2501	FX800775.1
Paustralie_2502	FX800774.1
Paustralie_2503	FX800773.1
Paustralie_2504	FX800772.1
Paustralie_2505	FX800771.1
Paustralie_2506	FX800770.1
Paustralie_2507	FX800769.1
Paustralie_2508	FX800768.1
Paustralie_2509	FX800767.1
Paustralie_2510	FX800766.1
Paustralie_2511	FX800765.1
Paustralie_2512	FX800764.1
Paustralie_2513	FX800763.1
Paustralie_2514	FX800762.1
Paustralie_2515	FX800761.1
Paustralie_2516	FX800760.1
Paustralie_2517	FX800759.1
Paustralie_2518	FX800758.1
Paustralie_2519	FX800757.1
Paustralie_2520	FX800756.1
Paustralie_2521	FX800755.1
Paustralie_2522	FX800754.1
Paustralie_2523	FX800753.1
Paustralie_2524	FX800752.1
Paustralie_2525	FX800751.1
Paustralie_2526	FX800750.1
Paustralie_2527	FX800749.1
Paustralie_2528	FX800748.1
Paustralie_2529	FX800747.1
Paustralie_2530	FX800746.1
Paustralie_2531	FX800745.1
Paustralie_2532	FX800744.1
Paustralie_2533	FX800743.1
Paustralie_2534	FX800742.1
Paustralie_2535	FX800741.1
Paustralie_2536	FX800740.1
Paustralie_2537	FX800739.1
Paustralie_2538	FX800738.1
Paustralie_2539	FX800737.1
Paustralie_2540	FX800736.1
Paustralie_2541	FX800735.1
Paustralie_2542	FX800734.1
Paustralie_2543	FX800733.1
Paustralie_2544	FX800732.1
Paustralie_2545	FX800731.1
Paustralie_2546	FX800730.1
Paustralie_2547	FX800729.1
Paustralie_2548	FX800728.1
Paustralie_2549	FX800727.1
Paustralie_2550	FX800726.1
Paustralie_2551	FX800725.1
Paustralie_2552	FX800724.1
Paustralie_2553	FX800723.1
Paustralie_2554	FX800722.1
Paustralie_2555	FX800721.1
Paustralie_2556	FX800720.1
Paustralie_2557	FX800719.1
Paustralie_2558	FX800718.1
Paustralie_2559	FX800717.1
Paustralie_2560	FX800716.1
Paustralie_2561	FX800715.1
Paustralie_2562	FX800714.1
Paustralie_2563	FX800713.1
Paustralie_2564	FX800712.1
Paustralie_2565	FX800711.1
Paustralie_2566	FX800710.1
Paustralie_2567	FX800709.1
Paustralie_2568	FX800708.1
Paustralie_2569	FX800707.1
Paustralie_2570	FX800706.1
Paustralie_2571	FX800705.1
Paustralie_2572	FX800704.1
Paustralie_2573	FX800703.1
Paustralie_2574	FX800702.1
Paustralie_2575	FX800701.1
Paustralie_2576	FX800700.1
Paustralie_2577	FX800699.1
Paustralie_2578	FX800698.1
Paustralie_2579	FX800697.1
Paustralie_2580	FX800696.1
Paustralie_2581	FX800695.1
Paustralie_2582	FX800694.1
Paustralie_2583	FX800693.1
Paustralie_2584	FX800692.1
Paustralie_2585	FX800691.1
Paustralie_2586	FX800690.1
Paustralie_2587	FX800689.1
Paustralie_2588	FX800688.1
Paustralie_2589	FX800687.1
Paustralie_2590	FX800686.1
Paustralie_2591	FX800685.1
Paustralie_2592	FX800684.1
Paustralie_2593	FX800683.1
Paustralie_2594	FX800682.1
Paustralie_2595	FX800681.1
Paustralie_2596	FX800680.1
Paustralie_2597	FX800679.1
Paustralie_2598	FX800678.1
Paustralie_2599	FX800677.1
Paustralie_2600	FX800674.1
Paustralie_2601	FX800673.1
Paustralie_2602	FX800672.1
Paustralie_2603	FX800671.1
Paustralie_2604	FX800670.1
Paustralie_2605	FX800669.1
Paustralie_2606	FX800668.1
Paustralie_2607	FX800667.1
Paustralie_2608	FX800666.1
Paustralie_2609	FX800665.1
Paustralie_2610	FX800664.1
Paustralie_2611	FX800663.1
Paustralie_2612	FX800662.1
Paustralie_2613	FX800661.1
Paustralie_2614	FX800660.1
Paustralie_2615	FX800659.1
Paustralie_2616	FX800658.1
Paustralie_2617	FX800657.1
Paustralie_2618	FX800656.1
Paustralie_2619	FX800655.1
Paustralie_2620	FX800654.1
Paustralie_2621	FX800653.1
Paustralie_2622	FX800652.1
Paustralie_2623	FX800651.1
Paustralie_2624	FX800650.1
Paustralie_2625	FX800649.1
Paustralie_2626	FX800648.1
Paustralie_2627	FX800647.1
Paustralie_2628	FX800646.1
Paustralie_2629	FX800645.1
Paustralie_2630	FX800644.1
Paustralie_2631	FX800643.1
Paustralie_2632	FX800642.1
Paustralie_2633	FX800641.1
Paustralie_2634	FX800640.1
Paustralie_2635	FX800639.1
Paustralie_2636	FX800638.1
Paustralie_2637	FX800637.1
Paustralie_2638	FX800636.1
Paustralie_2639	FX800635.1
Paustralie_2640	FX800634.1
Paustralie_2641	FX800633.1
Paustralie_2642	FX800632.1
Paustralie_2643	FX800631.1
Paustralie_2644	FX800630.1
Paustralie_2645	FX800629.1
Paustralie_2646	FX800628.1
Paustralie_2647	FX800627.1
Paustralie_2648	FX800626.1
Paustralie_2649	FX800625.1
Paustralie_2650	FX800624.1
Paustralie_2651	FX800623.1
Paustralie_2652	FX800622.1
Paustralie_2653	FX800621.1
Paustralie_2654	FX800620.1
Paustralie_2655	FX800619.1
Paustralie_2656	FX800618.1
Paustralie_2657	FX800617.1
Paustralie_2658	FX800616.1
Paustralie_2659	FX800615.1
Paustralie_2660	FX800614.1
Paustralie_2661	FX800613.1
Paustralie_2662	FX800612.1
Paustralie_2663	FX800611.1
Paustralie_2664	FX800610.1
Paustralie_2665	FX800609.1
Paustralie_2666	FX800608.1
Paustralie_2667	FX800607.1
Paustralie_2668	FX800606.1
Paustralie_2669	FX800605.1
Paustralie_2670	FX800604.1
Paustralie_2671	FX800603.1
Paustralie_2672	FX800602.1
Paustralie_2673	FX800601.1
Paustralie_2674	FX800600.1
Paustralie_2675	FX800599.1
Paustralie_2676	FX800598.1
Paustralie_2677	FX800597.1
Paustralie_2678	FX800596.1
Paustralie_2679	FX800595.1
Paustralie_2680	FX800594.1
Paustralie_2681	FX800593.1
Paustralie_2682	FX800592.1
Paustralie_2683	FX800591.1
Paustralie_2684	FX800590.1
Paustralie_2685	FX800589.1
Paustralie_2686	FX800588.1
Paustralie_2687	FX800587.1
Paustralie_2688	FX800586.1
Paustralie_2689	FX800585.1
Paustralie_2690	FX800584.1
Paustralie_2691	FX800583.1
Paustralie_2692	FX800582.1
Paustralie_2693	FX800581.1
Paustralie_2694	FX800580.1
Paustralie_2695	FX800579.1
Paustralie_2696	FX800578.1
Paustralie_2697	FX800577.1
Paustralie_2698	FX800576.1
Paustralie_2699	FX800575.1
Paustralie_2700	FX800574.1
Paustralie_2701	FX800573.1
Paustralie_2702	FX800572.1
Paustralie_2703	FX800571.1
Paustralie_2704	FX800570.1
Paustralie_2705	FX800569.1
Paustralie_2706	FX800568.1
Paustralie_2707	FX800567.1
Paustralie_2708	FX800566.1
Paustralie_2709	FX800565.1
Paustralie_2710	FX800564.1
Paustralie_2711	FX800563.1
Paustralie_2712	FX800562.1
Paustralie_2713	FX800561.1
Paustralie_2714	FX800560.1
Paustralie_2715	FX800559.1
Paustralie_2716	FX800558.1
Paustralie_2717	FX800557.1
Paustralie_2718	FX800556.1
Paustralie_2719	FX800555.1
Paustralie_2720	FX800554.1
Paustralie_2721	FX800553.1
Paustralie_2722	FX800552.1
Paustralie_2723	FX800551.1
Paustralie_2724	FX800550.1
Paustralie_2725	FX800549.1
Paustralie_2726	FX800548.1
Paustralie_2727	FX800547.1
Paustralie_2728	FX800546.1
Paustralie_2729	FX800545.1
Paustralie_2730	FX800544.1
Paustralie_2731	FX800543.1
Paustralie_2732	FX800542.1
Paustralie_2733	FX800541.1
Paustralie_2734	FX800540.1
Paustralie_2735	FX800539.1
Paustralie_2736	FX800538.1
Paustralie_2737	FX800537.1
Paustralie_2738	FX800536.1
Paustralie_2739	FX800535.1
Paustralie_2740	FX800534.1
Paustralie_2741	FX800533.1
Paustralie_2742	FX800532.1
Paustralie_2743	FX800531.1
Paustralie_2744	FX800530.1
Paustralie_2745	FX800529.1
Paustralie_2746	FX800528.1
Paustralie_2747	FX800527.1
Paustralie_2748	FX800526.1
Paustralie_2749	FX800525.1
Paustralie_2750	FX800524.1
Paustralie_2751	FX800523.1
Paustralie_2752	FX800522.1
Paustralie_2753	FX800521.1
Paustralie_2754	FX800520.1
Paustralie_2755	FX800519.1
Paustralie_2756	FX800518.1
Paustralie_2757	FX800517.1
Paustralie_2758	FX800516.1
Paustralie_2759	FX800515.1
Paustralie_2760	FX800514.1
Paustralie_2761	FX800513.1
Paustralie_2762	FX800512.1
Paustralie_2763	FX800511.1
Paustralie_2764	FX800510.1
Paustralie_2765	FX800509.1
Paustralie_2766	FX800508.1
Paustralie_2767	FX800507.1
Paustralie_2768	FX800506.1
Paustralie_2769	FX800505.1
Paustralie_2770	FX800504.1
Paustralie_2771	FX800503.1
Paustralie_2772	FX800502.1
Paustralie_2773	FX800501.1
Paustralie_2774	FX800500.1
Paustralie_2775	FX800499.1
Paustralie_2776	FX800498.1
Paustralie_2777	FX800497.1
Paustralie_2778	FX800496.1
Paustralie_2779	FX800495.1
Paustralie_2780	FX800494.1
Paustralie_2781	FX800493.1
Paustralie_2782	FX800492.1
Paustralie_2783	FX800491.1
Paustralie_2784	FX800490.1
Paustralie_2785	FX800489.1
Paustralie_2786	FX800488.1
Paustralie_2787	FX800487.1
Paustralie_2788	FX800486.1
Paustralie_2789	FX800485.1
Paustralie_2790	FX800484.1
Paustralie_2791	FX800483.1
Paustralie_2792	FX800482.1
Paustralie_2793	FX800481.1
Paustralie_2794	FX800480.1
Paustralie_2795	FX800479.1
Paustralie_2796	FX800478.1
Paustralie_2797	FX800477.1
Paustralie_2798	FX800476.1
Paustralie_2799	FX800475.1
Paustralie_2800	FX800474.1
Paustralie_2801	FX800473.1
Paustralie_2802	FX800472.1
Paustralie_2803	FX800471.1
Paustralie_2804	FX800470.1
Paustralie_2805	FX800469.1
Paustralie_2806	FX800468.1
Paustralie_2807	FX800467.1
Paustralie_2808	FX800466.1
Paustralie_2809	FX800465.1
Paustralie_2810	FX800464.1
Paustralie_2811	FX800463.1
Paustralie_2812	FX800462.1
Paustralie_2813	FX800461.1
Paustralie_2814	FX800460.1
Paustralie_2815	FX800459.1
Paustralie_2816	FX800458.1
Paustralie_2817	FX800457.1
Paustralie_2818	FX800456.1
Paustralie_2819	FX800455.1
Paustralie_2820	FX800454.1
Paustralie_2821	FX800453.1
Paustralie_2822	FX800452.1
Paustralie_2823	FX800451.1
Paustralie_2824	FX800450.1
Paustralie_2825	FX800449.1
Paustralie_2826	FX800448.1
Paustralie_2827	FX800447.1
Paustralie_2828	FX800446.1
Paustralie_2829	FX800445.1
Paustralie_2830	FX800444.1
Paustralie_2831	FX800443.1
Paustralie_2832	FX800442.1
Paustralie_2833	FX800441.1
Paustralie_2834	FX800440.1
Paustralie_2835	FX800439.1
Paustralie_2836	FX800438.1
Paustralie_2837	FX800437.1
Paustralie_2838	FX800436.1
Paustralie_2839	FX800435.1
Paustralie_2840	FX800434.1
Paustralie_2841	FX800433.1
Paustralie_2842	FX800432.1
Paustralie_2843	FX800431.1
Paustralie_2844	FX800430.1
Paustralie_2845	FX800429.1
Paustralie_2846	FX800428.1
Paustralie_2847	FX800427.1
Paustralie_2848	FX800426.1
Paustralie_2849	FX800425.1
Paustralie_2850	FX800424.1
Paustralie_2851	FX800423.1
Paustralie_2852	FX800422.1
Paustralie_2853	FX800421.1
Paustralie_2854	FX800420.1
Paustralie_2855	FX800419.1
Paustralie_2856	FX800418.1
Paustralie_2857	FX800417.1
Paustralie_2858	FX800416.1
Paustralie_2859	FX800415.1
Paustralie_2860	FX800414.1
Paustralie_2861	FX800413.1
Paustralie_2862	FX800412.1
Paustralie_2863	FX800411.1
Paustralie_2864	FX800410.1
Paustralie_2865	FX800409.1
Paustralie_2866	FX800408.1
Paustralie_2867	FX800407.1
Paustralie_2868	FX800406.1
Paustralie_2869	FX800405.1
Paustralie_2870	FX800404.1
Paustralie_2871	FX800403.1
Paustralie_2872	FX800402.1
Paustralie_2873	FX800401.1
Paustralie_2874	FX800400.1
Paustralie_2875	FX800399.1
Paustralie_2876	FX800398.1
Paustralie_2877	FX800397.1
Paustralie_2878	FX800396.1
Paustralie_2879	FX800395.1
Paustralie_2880	FX800394.1
Paustralie_2881	FX800393.1
Paustralie_2882	FX800392.1
Paustralie_2883	FX800391.1
Paustralie_2884	FX800390.1
Paustralie_2885	FX800389.1
Paustralie_2886	FX800388.1
Paustralie_2887	FX800387.1
Paustralie_2888	FX800386.1
Paustralie_2889	FX800385.1
Paustralie_2890	FX800384.1
Paustralie_2891	FX800383.1
Paustralie_2892	FX800382.1
Paustralie_2893	FX800381.1
Paustralie_2894	FX800380.1
Paustralie_2895	FX800379.1
Paustralie_2896	FX800378.1
Paustralie_2897	FX800377.1
Paustralie_2898	FX800376.1
Paustralie_2899	FX800375.1
Paustralie_2900	FX800374.1
Paustralie_2901	FX800373.1
Paustralie_2902	FX800372.1
Paustralie_2903	FX800371.1
Paustralie_2904	FX800370.1
Paustralie_2905	FX800369.1
Paustralie_2906	FX800368.1
Paustralie_2907	FX800367.1
Paustralie_2908	FX800366.1
Paustralie_2909	FX800365.1
Paustralie_2910	FX800364.1
Paustralie_2911	FX800363.1
Paustralie_2912	FX800362.1
Paustralie_2913	FX800361.1
Paustralie_2914	FX800360.1
Paustralie_2915	FX800359.1
Paustralie_2916	FX800358.1
Paustralie_2917	FX800357.1
Paustralie_2918	FX800356.1
Paustralie_2919	FX800355.1
Paustralie_2920	FX800354.1
Paustralie_2921	FX800353.1
Paustralie_2922	FX800352.1
Paustralie_2923	FX800351.1
Paustralie_2924	FX800350.1
Paustralie_2925	FX800349.1
Paustralie_2926	FX800348.1
Paustralie_2927	FX800347.1
Paustralie_2928	FX800346.1
Paustralie_2929	FX800345.1
Paustralie_2930	FX800344.1
Paustralie_2931	FX800343.1
Paustralie_2932	FX800342.1
Paustralie_2933	FX800341.1
Paustralie_2934	FX800340.1
Paustralie_2935	FX800339.1
Paustralie_2936	FX800338.1
Paustralie_2937	FX800337.1
Paustralie_2938	FX800336.1
Paustralie_2939	FX800335.1
Paustralie_2940	FX800334.1
Paustralie_2941	FX800333.1
Paustralie_2942	FX800332.1
Paustralie_2943	FX800331.1
Paustralie_2944	FX800330.1
Paustralie_2945	FX800329.1
Paustralie_2946	FX800328.1
Paustralie_2947	FX800327.1
Paustralie_2948	FX800326.1
Paustralie_2949	FX800325.1
Paustralie_2950	FX800324.1
Paustralie_2951	FX800323.1
Paustralie_2952	FX800322.1
Paustralie_2953	FX800321.1
Paustralie_2954	FX800320.1
Paustralie_2955	FX800319.1
Paustralie_2956	FX800318.1
Paustralie_2957	FX800317.1
Paustralie_2958	FX800316.1
Paustralie_2959	FX800315.1
Paustralie_2960	FX800314.1
Paustralie_2961	FX800313.1
Paustralie_2962	FX800312.1
Paustralie_2963	FX800311.1
Paustralie_2964	FX800310.1
Paustralie_2965	FX800309.1
Paustralie_2966	FX800308.1
Paustralie_2967	FX800307.1
Paustralie_2968	FX800306.1
Paustralie_2969	FX800305.1
Paustralie_2970	FX800304.1
Paustralie_2971	FX800303.1
Paustralie_2972	FX800302.1
Paustralie_2973	FX800301.1
Paustralie_2974	FX800300.1
Paustralie_2975	FX800299.1
Paustralie_2976	FX800298.1
Paustralie_2977	FX800297.1
Paustralie_2978	FX800296.1
Paustralie_2979	FX800295.1
Paustralie_2980	FX800294.1
Paustralie_2981	FX800293.1
Paustralie_2982	FX800292.1
Paustralie_2983	FX800291.1
Paustralie_2984	FX800290.1
Paustralie_2985	FX800289.1
Paustralie_2986	FX800288.1
Paustralie_2987	FX800287.1
Paustralie_2988	FX800286.1
Paustralie_2989	FX800285.1
Paustralie_2990	FX800676.1
Paustralie_2991	FX800675.1
Paustralie_2992	FX800284.1
Paustralie_2993	FX800283.1
Paustralie_2994	FX800282.1
Paustralie_2995	FX800281.1
Paustralie_2996	FX800280.1
Paustralie_2997	FX800279.1
Paustralie_2998	FX800278.1
Paustralie_2999	FX800277.1
Paustralie_3000	FX800276.1
Paustralie_3001	FX800275.1
Paustralie_3002	FX800274.1
Paustralie_3003	FX800273.1
Paustralie_3004	FX800272.1
Paustralie_3005	FX800271.1
Paustralie_3006	FX800270.1
Paustralie_3007	FX800269.1
Paustralie_3008	FX800268.1
Paustralie_3009	FX800267.1
Paustralie_3010	FX800266.1
Paustralie_3011	FX800265.1
Paustralie_3012	FX800264.1
Paustralie_3013	FX800263.1
Paustralie_3014	FX800262.1
Paustralie_3015	FX800261.1
Paustralie_3016	FX800260.1
Paustralie_3017	FX800259.1
Paustralie_3018	FX800258.1
Paustralie_3019	FX800257.1
Paustralie_3020	FX800256.1
Paustralie_3021	FX800255.1
Paustralie_3022	FX800254.1
Paustralie_3023	FX800253.1
Paustralie_3024	FX800252.1
Paustralie_3025	FX800251.1
Paustralie_3026	FX800250.1
Paustralie_3027	FX800249.1
Paustralie_3028	FX800248.1
Paustralie_3029	FX800247.1
Paustralie_3030	FX800246.1
Paustralie_3031	FX800245.1
Paustralie_3032	FX800244.1
Paustralie_3033	FX800243.1
Paustralie_3034	FX800242.1
Paustralie_3035	FX800241.1
Paustralie_3036	FX800240.1
Paustralie_3037	FX800239.1
Paustralie_3038	FX800238.1
Paustralie_3039	FX800237.1
Paustralie_3040	FX800236.1
Paustralie_3041	FX800235.1
Paustralie_3042	FX800234.1
Paustralie_3043	FX800233.1
Paustralie_3044	FX800232.1
Paustralie_3045	FX800231.1
Paustralie_3046	FX800230.1
Paustralie_3047	FX800229.1
Paustralie_3048	FX800228.1
Paustralie_3049	FX800227.1
Paustralie_3050	FX800226.1
Paustralie_3051	FX800225.1
Paustralie_3052	FX800224.1
Paustralie_3053	FX800223.1
Paustralie_3054	FX800222.1
Paustralie_3055	FX800221.1
Paustralie_3056	FX800220.1
Paustralie_3057	FX800219.1
Paustralie_3058	FX800218.1
Paustralie_3059	FX800217.1
Paustralie_3060	FX800216.1
Paustralie_3061	FX800215.1
Paustralie_3062	FX800214.1
Paustralie_3063	FX800213.1
Paustralie_3064	FX800212.1
Paustralie_3065	FX800211.1
Paustralie_3066	FX800210.1
Paustralie_3067	FX800209.1
Paustralie_3068	FX800208.1
Paustralie_3069	FX800207.1
Paustralie_3070	FX800206.1
Paustralie_3071	FX800205.1
Paustralie_3072	FX800204.1
Paustralie_3073	FX800203.1
Paustralie_3074	FX800202.1
Paustralie_3075	FX800201.1
Paustralie_3076	FX800200.1
Paustralie_3077	FX800199.1
Paustralie_3078	FX800198.1
Paustralie_3079	FX800197.1
Paustralie_3080	FX800196.1
Paustralie_3081	FX800195.1
Paustralie_3082	FX800194.1
Paustralie_3083	FX800193.1
Paustralie_3084	FX800192.1
Paustralie_3085	FX800191.1
Paustralie_3086	FX800190.1
Paustralie_3087	FX800189.1
Paustralie_3088	FX800188.1
Paustralie_3089	FX800187.1
Paustralie_3090	FX800186.1
Paustralie_3091	FX800185.1
Paustralie_3092	FX800184.1
Paustralie_3093	FX800183.1
Paustralie_3094	FX800182.1
Paustralie_3095	FX800181.1
Paustralie_3096	FX800180.1
Paustralie_3097	FX800179.1
Paustralie_3098	FX800178.1
Paustralie_3099	FX800177.1
Paustralie_3100	FX800176.1
Paustralie_3101	FX800175.1
Paustralie_3102	FX800174.1
Paustralie_3103	FX800173.1
Paustralie_3104	FX800172.1
Paustralie_3105	FX800171.1
Paustralie_3106	FX800170.1
Paustralie_3107	FX800169.1
Paustralie_3108	FX800168.1
Paustralie_3109	FX800167.1
Paustralie_3110	FX800166.1
Paustralie_3111	FX800165.1
Paustralie_3112	FX800164.1
Paustralie_3113	FX800163.1
Paustralie_3114	FX800162.1
Paustralie_3115	FX800161.1
Paustralie_3116	FX800160.1
Paustralie_3117	FX800159.1
Paustralie_3118	FX800158.1
Paustralie_3119	FX800157.1
Paustralie_3120	FX800156.1
Paustralie_3121	FX800155.1
Paustralie_3122	FX800154.1
Paustralie_3123	FX800153.1
Paustralie_3124	FX800152.1
Paustralie_3125	FX800151.1
Paustralie_3126	FX800150.1
Paustralie_3127	FX800149.1
Paustralie_3128	FX800148.1
Paustralie_3129	FX800147.1
Paustralie_3130	FX800146.1
Paustralie_3131	FX800145.1
Paustralie_3132	FX800144.1
Paustralie_3133	FX800143.1
Paustralie_3134	FX800142.1
Paustralie_3135	FX800141.1
Paustralie_3136	FX800140.1
Paustralie_3137	FX800139.1
Paustralie_3138	FX800138.1
Paustralie_3139	FX800137.1
Paustralie_3140	FX800136.1
Paustralie_3141	FX800135.1
Paustralie_3142	FX800134.1
Paustralie_3143	FX800133.1
Paustralie_3144	FX800132.1
Paustralie_3145	FX800131.1
Paustralie_3146	FX800130.1
Paustralie_3147	FX800129.1
Paustralie_3148	FX800128.1
Paustralie_3149	FX800127.1
Paustralie_3150	FX800126.1
Paustralie_3151	FX800125.1
Paustralie_3152	FX800124.1
Paustralie_3153	FX800123.1
Paustralie_3154	FX800122.1
Paustralie_3155	FX800121.1
Paustralie_3156	FX800120.1
Paustralie_3157	FX800119.1
Paustralie_3158	FX800118.1
Paustralie_3159	FX800117.1
Paustralie_3160	FX800116.1
Paustralie_3161	FX800115.1
Paustralie_3162	FX800114.1
Paustralie_3163	FX800113.1
Paustralie_3164	FX800112.1
Paustralie_3165	FX800111.1
Paustralie_3166	FX800110.1
Paustralie_3167	FX800109.1
Paustralie_3168	FX800108.1
Paustralie_3169	FX800107.1
Paustralie_3170	FX800106.1
Paustralie_3171	FX800105.1
Paustralie_3172	FX800104.1
Paustralie_3173	FX800103.1
Paustralie_3174	FX800102.1
Paustralie_3175	FX800101.1
Paustralie_3176	FX800100.1
Paustralie_3177	FX800099.1
Paustralie_3178	FX800098.1
Paustralie_3179	FX800097.1
Paustralie_3180	FX800096.1
Paustralie_3181	FX800095.1
Paustralie_3182	FX800094.1
Paustralie_3183	FX800093.1
Paustralie_3184	FX800092.1
Paustralie_3185	FX800091.1
Paustralie_3186	FX800090.1
Paustralie_3187	FX800089.1
Paustralie_3188	FX800088.1
Paustralie_3189	FX800087.1
Paustralie_3190	FX800086.1
Paustralie_3191	FX800085.1
Paustralie_3192	FX800084.1
Paustralie_3193	FX800083.1
Paustralie_3194	FX800082.1
Paustralie_3195	FX800081.1
Paustralie_3196	FX800080.1
Paustralie_3197	FX800079.1
Paustralie_3198	FX800078.1
Paustralie_3199	FX800077.1
Paustralie_3200	FX800076.1
Paustralie_3201	FX800075.1
Paustralie_3202	FX800074.1
Paustralie_3203	FX800073.1
Paustralie_3204	FX800072.1
Paustralie_3205	FX800071.1
Paustralie_3206	FX800070.1
Paustralie_3207	FX800069.1
Paustralie_3208	FX800068.1
Paustralie_3209	FX800067.1
Paustralie_3210	FX800066.1
Paustralie_3211	FX800065.1
Paustralie_3212	FX800064.1
Paustralie_3213	FX800063.1
Paustralie_3214	FX800062.1
Paustralie_3215	FX800061.1
Paustralie_3216	FX800060.1
Paustralie_3217	FX800059.1
